radon	uranium	base	county
0.832909123	0.502054	-0.5	1
0.09531018	0.502054	0.5	1
0.832909123	0.502054	0.5	1
1.098612289	0.502054	0.5	1
-1.203972804	0.428565	-0.5	2
0.182321557	0.428565	-0.5	2
-0.693147181	0.428565	0.5	2
-0.356674944	0.428565	0.5	2
-0.223143551	0.428565	0.5	2
0.09531018	0.428565	0.5	2
0.262364264	0.428565	0.5	2
0.262364264	0.428565	0.5	2
0.336472237	0.428565	0.5	2
0.336472237	0.428565	0.5	2
0.405465108	0.428565	0.5	2
0.405465108	0.428565	0.5	2
0.405465108	0.428565	0.5	2
0.470003629	0.428565	0.5	2
0.587786665	0.428565	0.5	2
0.587786665	0.428565	0.5	2
0.641853886	0.428565	0.5	2
0.641853886	0.428565	0.5	2
0.641853886	0.428565	0.5	2
0.693147181	0.428565	0.5	2
0.693147181	0.428565	0.5	2
0.78845736	0.428565	0.5	2
0.832909123	0.428565	0.5	2
0.832909123	0.428565	0.5	2
0.875468737	0.428565	0.5	2
0.916290732	0.428565	0.5	2
0.955511445	0.428565	0.5	2
1.064710737	0.428565	0.5	2
1.098612289	0.428565	0.5	2
1.098612289	0.428565	0.5	2
1.16315081	0.428565	0.5	2
1.16315081	0.428565	0.5	2
1.223775432	0.428565	0.5	2
1.223775432	0.428565	0.5	2
1.410986974	0.428565	0.5	2
1.458615023	0.428565	0.5	2
1.504077397	0.428565	0.5	2
1.526056303	0.428565	0.5	2
1.526056303	0.428565	0.5	2
1.667706821	0.428565	0.5	2
1.791759469	0.428565	0.5	2
1.85629799	0.428565	0.5	2
1.902107526	0.428565	0.5	2
1.931521412	0.428565	0.5	2
1.960094784	0.428565	0.5	2
2.054123734	0.428565	0.5	2
2.104134154	0.428565	0.5	2
1.526056303	0.892741	-0.5	3
0.262364264	0.892741	0.5	3
1.481604541	0.892741	0.5	3
-0.693147181	0.552472	-0.5	4
1.547562509	0.552472	-0.5	4
0.832909123	0.552472	0.5	4
1.504077397	0.552472	0.5	4
1.547562509	0.552472	0.5	4
1.757857918	0.552472	0.5	4
1.85629799	0.552472	0.5	4
1.098612289	0.866849	-0.5	5
1.029619417	0.866849	0.5	5
1.098612289	0.866849	0.5	5
1.902107526	0.866849	0.5	5
0.993251773	1.47264	0.5	6
1.62924054	1.47264	0.5	6
1.987874348	1.47264	0.5	6
0.641853886	1.31208	0.5	7
1.360976553	1.31208	0.5	7
1.62924054	1.31208	0.5	7
1.774952351	1.31208	0.5	7
1.808288771	1.31208	0.5	7
1.931521412	1.31208	0.5	7
1.945910149	1.31208	0.5	7
1.987874348	1.31208	0.5	7
2.261763098	1.31208	0.5	7
2.261763098	1.31208	0.5	7
2.557227311	1.31208	0.5	7
2.57261223	1.31208	0.5	7
2.667228207	1.31208	0.5	7
0.955511445	1.31993	0.5	8
1.410986974	1.31993	0.5	8
1.916922612	1.31993	0.5	8
2.32238772	1.31993	0.5	8
-0.105360516	0.717261	0.5	9
0.336472237	0.717261	0.5	9
0.641853886	0.717261	0.5	9
0.741937345	0.717261	0.5	9
0.832909123	0.717261	0.5	9
1.252762968	0.717261	0.5	9
1.386294361	0.717261	0.5	9
1.458615023	0.717261	0.5	9
1.481604541	0.717261	0.5	9
1.740466175	0.717261	0.5	9
-2.302585093	1.10061	0.5	10
0.530628251	1.10061	0.5	10
1.568615918	1.10061	0.5	10
2.272125886	1.10061	0.5	10
2.564949357	1.10061	0.5	10
2.694627181	1.10061	0.5	10
0.693147181	0.544319	0.5	11
1.335001067	0.544319	0.5	11
1.410986974	0.544319	0.5	11
1.686398954	0.544319	0.5	11
2.014903021	0.544319	0.5	11
0.405465108	1.3148	0.5	12
2.054123734	1.3148	0.5	12
2.251291799	1.3148	0.5	12
2.312535424	1.3148	0.5	12
-0.105360516	0.479352	0.5	13
0.587786665	0.479352	0.5	13
0.78845736	0.479352	0.5	13
1.504077397	0.479352	0.5	13
1.62924054	0.479352	0.5	13
2.104134154	0.479352	0.5	13
0.955511445	1.41027	-0.5	14
0.993251773	1.41027	0.5	14
1.30833282	1.41027	0.5	14
2.186051277	1.41027	0.5	14
2.208274414	1.41027	0.5	14
2.564949357	1.41027	0.5	14
2.57261223	1.41027	0.5	14
2.58021683	1.41027	0.5	14
2.975529566	1.41027	0.5	14
3.284663565	1.41027	0.5	14
0	0.941896	-0.5	15
1.589235205	0.941896	-0.5	15
1.252762968	0.941896	0.5	15
1.252762968	0.941896	0.5	15
0.405465108	0.603508	0.5	16
1.029619417	0.603508	0.5	16
-2.302585093	1.40433	0.5	17
0.955511445	1.40433	0.5	17
1.931521412	1.40433	0.5	17
2.415913778	1.40433	0.5	17
0.955511445	0.530789	-0.5	18
0	0.530789	0.5	18
0.470003629	0.530789	0.5	18
0.530628251	0.530789	0.5	18
0.641853886	0.530789	0.5	18
1.098612289	0.530789	0.5	18
1.435084525	0.530789	0.5	18
1.481604541	0.530789	0.5	18
1.504077397	0.530789	0.5	18
1.722766598	0.530789	0.5	18
1.916922612	0.530789	0.5	18
-0.105360516	0.976144	-0.5	19
1.589235205	0.976144	-0.5	19
-0.510825624	0.976144	0.5	19
0	0.976144	0.5	19
0.182321557	0.976144	0.5	19
0.182321557	0.976144	0.5	19
0.405465108	0.976144	0.5	19
0.405465108	0.976144	0.5	19
0.405465108	0.976144	0.5	19
0.405465108	0.976144	0.5	19
0.470003629	0.976144	0.5	19
0.530628251	0.976144	0.5	19
0.587786665	0.976144	0.5	19
0.693147181	0.976144	0.5	19
0.741937345	0.976144	0.5	19
0.741937345	0.976144	0.5	19
0.832909123	0.976144	0.5	19
0.955511445	0.976144	0.5	19
0.993251773	0.976144	0.5	19
1.064710737	0.976144	0.5	19
1.064710737	0.976144	0.5	19
1.064710737	0.976144	0.5	19
1.193922468	0.976144	0.5	19
1.223775432	0.976144	0.5	19
1.252762968	0.976144	0.5	19
1.280933845	0.976144	0.5	19
1.30833282	0.976144	0.5	19
1.360976553	0.976144	0.5	19
1.458615023	0.976144	0.5	19
1.481604541	0.976144	0.5	19
1.504077397	0.976144	0.5	19
1.504077397	0.976144	0.5	19
1.504077397	0.976144	0.5	19
1.526056303	0.976144	0.5	19
1.568615918	0.976144	0.5	19
1.589235205	0.976144	0.5	19
1.609437912	0.976144	0.5	19
1.609437912	0.976144	0.5	19
1.62924054	0.976144	0.5	19
1.648658626	0.976144	0.5	19
1.704748092	0.976144	0.5	19
1.774952351	0.976144	0.5	19
1.808288771	0.976144	0.5	19
1.85629799	0.976144	0.5	19
1.887069649	0.976144	0.5	19
1.916922612	0.976144	0.5	19
1.931521412	0.976144	0.5	19
2.041220329	0.976144	0.5	19
2.091864062	0.976144	0.5	19
2.104134154	0.976144	0.5	19
2.116255515	0.976144	0.5	19
2.174751721	0.976144	0.5	19
2.186051277	0.976144	0.5	19
2.186051277	0.976144	0.5	19
2.219203484	0.976144	0.5	19
2.272125886	0.976144	0.5	19
2.687847494	0.976144	0.5	19
3.058707073	0.976144	0.5	19
1.704748092	1.30194	0.5	20
1.757857918	1.30194	0.5	20
1.987874348	1.30194	0.5	20
1.335001067	1.16849	-0.5	21
1.029619417	1.16849	0.5	21
1.504077397	1.16849	0.5	21
1.589235205	1.16849	0.5	21
1.722766598	1.16849	0.5	21
1.871802177	1.16849	0.5	21
1.931521412	1.16849	0.5	21
2.014903021	1.16849	0.5	21
2.066862759	1.16849	0.5	21
-1.609437912	1.34316	0.5	22
0.336472237	1.34316	0.5	22
0.875468737	1.34316	0.5	22
1.252762968	1.34316	0.5	22
1.458615023	1.34316	0.5	22
1.667706821	1.34316	0.5	22
0.955511445	1.51424	0.5	23
1.193922468	1.51424	0.5	23
0.832909123	1.25133	-0.5	24
1.193922468	1.25133	0.5	24
1.458615023	1.25133	0.5	24
1.740466175	1.25133	0.5	24
1.85629799	1.25133	0.5	24
2.208274414	1.25133	0.5	24
2.272125886	1.25133	0.5	24
2.587764035	1.25133	0.5	24
3.487375078	1.25133	0.5	24
1.945910149	1.21727	-0.5	25
0.993251773	1.21727	0.5	25
1.280933845	1.21727	0.5	25
1.280933845	1.21727	0.5	25
1.386294361	1.21727	0.5	25
1.589235205	1.21727	0.5	25
1.609437912	1.21727	0.5	25
1.609437912	1.21727	0.5	25
1.740466175	1.21727	0.5	25
1.916922612	1.21727	0.5	25
2.041220329	1.21727	0.5	25
2.292534757	1.21727	0.5	25
2.667228207	1.21727	0.5	25
3.77505715	1.21727	0.5	25
-0.105360516	0.907991	-0.5	26
0	0.907991	-0.5	26
0.78845736	0.907991	-0.5	26
1.098612289	0.907991	-0.5	26
2.041220329	0.907991	-0.5	26
-0.693147181	0.907991	0.5	26
-0.693147181	0.907991	0.5	26
-0.223143551	0.907991	0.5	26
0	0.907991	0.5	26
0.336472237	0.907991	0.5	26
0.470003629	0.907991	0.5	26
0.470003629	0.907991	0.5	26
0.530628251	0.907991	0.5	26
0.530628251	0.907991	0.5	26
0.530628251	0.907991	0.5	26
0.587786665	0.907991	0.5	26
0.641853886	0.907991	0.5	26
0.641853886	0.907991	0.5	26
0.641853886	0.907991	0.5	26
0.693147181	0.907991	0.5	26
0.741937345	0.907991	0.5	26
0.78845736	0.907991	0.5	26
0.832909123	0.907991	0.5	26
0.875468737	0.907991	0.5	26
0.916290732	0.907991	0.5	26
0.955511445	0.907991	0.5	26
0.955511445	0.907991	0.5	26
0.955511445	0.907991	0.5	26
0.955511445	0.907991	0.5	26
0.993251773	0.907991	0.5	26
0.993251773	0.907991	0.5	26
0.993251773	0.907991	0.5	26
1.029619417	0.907991	0.5	26
1.029619417	0.907991	0.5	26
1.064710737	0.907991	0.5	26
1.064710737	0.907991	0.5	26
1.098612289	0.907991	0.5	26
1.131402111	0.907991	0.5	26
1.131402111	0.907991	0.5	26
1.131402111	0.907991	0.5	26
1.131402111	0.907991	0.5	26
1.131402111	0.907991	0.5	26
1.16315081	0.907991	0.5	26
1.193922468	0.907991	0.5	26
1.223775432	0.907991	0.5	26
1.223775432	0.907991	0.5	26
1.223775432	0.907991	0.5	26
1.30833282	0.907991	0.5	26
1.360976553	0.907991	0.5	26
1.360976553	0.907991	0.5	26
1.386294361	0.907991	0.5	26
1.386294361	0.907991	0.5	26
1.386294361	0.907991	0.5	26
1.386294361	0.907991	0.5	26
1.386294361	0.907991	0.5	26
1.410986974	0.907991	0.5	26
1.410986974	0.907991	0.5	26
1.435084525	0.907991	0.5	26
1.435084525	0.907991	0.5	26
1.481604541	0.907991	0.5	26
1.481604541	0.907991	0.5	26
1.481604541	0.907991	0.5	26
1.504077397	0.907991	0.5	26
1.526056303	0.907991	0.5	26
1.547562509	0.907991	0.5	26
1.547562509	0.907991	0.5	26
1.568615918	0.907991	0.5	26
1.568615918	0.907991	0.5	26
1.568615918	0.907991	0.5	26
1.609437912	0.907991	0.5	26
1.648658626	0.907991	0.5	26
1.704748092	0.907991	0.5	26
1.722766598	0.907991	0.5	26
1.722766598	0.907991	0.5	26
1.722766598	0.907991	0.5	26
1.722766598	0.907991	0.5	26
1.740466175	0.907991	0.5	26
1.740466175	0.907991	0.5	26
1.740466175	0.907991	0.5	26
1.757857918	0.907991	0.5	26
1.757857918	0.907991	0.5	26
1.791759469	0.907991	0.5	26
1.808288771	0.907991	0.5	26
1.840549633	0.907991	0.5	26
1.987874348	0.907991	0.5	26
2.014903021	0.907991	0.5	26
2.041220329	0.907991	0.5	26
2.041220329	0.907991	0.5	26
2.140066163	0.907991	0.5	26
2.163323026	0.907991	0.5	26
2.163323026	0.907991	0.5	26
2.163323026	0.907991	0.5	26
2.397895273	0.907991	0.5	26
2.424802726	0.907991	0.5	26
2.57261223	0.907991	0.5	26
2.63188884	0.907991	0.5	26
2.708050201	0.907991	0.5	26
2.809402695	0.907991	0.5	26
3.165475048	0.907991	0.5	26
0.832909123	1.65455	0.5	27
1.252762968	1.65455	0.5	27
1.30833282	1.65455	0.5	27
1.589235205	1.65455	0.5	27
2.151762203	1.65455	0.5	27
2.208274414	1.65455	0.5	27
1.335001067	0.66992	-0.5	28
-0.105360516	0.66992	0.5	28
0.470003629	0.66992	0.5	28
1.064710737	0.66992	0.5	28
1.547562509	0.66992	0.5	28
0.832909123	0.471483	0.5	29
1.131402111	0.471483	0.5	29
1.30833282	0.471483	0.5	29
0.182321557	0.515124	0.5	30
0.336472237	0.515124	0.5	30
0.641853886	0.515124	0.5	30
0.693147181	0.515124	0.5	30
0.916290732	0.515124	0.5	30
0.955511445	0.515124	0.5	30
0.993251773	0.515124	0.5	30
0.993251773	0.515124	0.5	30
1.223775432	0.515124	0.5	30
2.251291799	0.515124	0.5	30
1.098612289	1.36209	0.5	31
1.62924054	1.36209	0.5	31
2.140066163	1.36209	0.5	31
2.58021683	1.36209	0.5	31
2.734367509	1.36209	0.5	31
0.641853886	0.948014	0.5	32
0.993251773	0.948014	0.5	32
1.360976553	0.948014	0.5	32
2.079441542	0.948014	0.5	32
1.435084525	1.11598	0.5	33
1.916922612	1.11598	0.5	33
2.433613355	1.11598	0.5	33
0	0.992227	-0.5	34
1.526056303	0.992227	0.5	34
1.945910149	0.992227	0.5	34
0.09531018	0.414025	-0.5	35
0.336472237	0.414025	-0.5	35
0.741937345	0.414025	-0.5	35
1.064710737	0.414025	-0.5	35
0.09531018	0.414025	0.5	35
0.405465108	0.414025	0.5	35
0.587786665	0.414025	0.5	35
2.433613355	1.36483	0.5	36
2.778819272	1.36483	0.5	36
0.336472237	0.500776	-0.5	37
-0.510825624	0.500776	0.5	37
-0.510825624	0.500776	0.5	37
0	0.500776	0.5	37
0.336472237	0.500776	0.5	37
0.470003629	0.500776	0.5	37
0.530628251	0.500776	0.5	37
1.064710737	0.500776	0.5	37
1.974081026	0.500776	0.5	37
1.098612289	0.505752	-0.5	38
1.223775432	0.505752	0.5	38
1.481604541	0.505752	0.5	38
2.32238772	0.505752	0.5	38
1.223775432	1.21464	0.5	39
1.386294361	1.21464	0.5	39
1.458615023	1.21464	0.5	39
1.526056303	1.21464	0.5	39
2.533696814	1.21464	0.5	39
1.280933845	1.56034	0.5	40
2.079441542	1.56034	0.5	40
2.370243741	1.56034	0.5	40
1.945910149	1.48399	-0.5	41
1.547562509	1.48399	0.5	41
1.648658626	1.48399	0.5	41
1.648658626	1.48399	0.5	41
1.774952351	1.48399	0.5	41
1.887069649	1.48399	0.5	41
2.197224577	1.48399	0.5	41
2.493205453	1.48399	0.5	41
1.386294361	1.16137	0.5	42
0	1.01386	-0.5	43
0.405465108	1.01386	-0.5	43
0.470003629	1.01386	-0.5	43
0	1.01386	0.5	43
0.182321557	1.01386	0.5	43
1.064710737	1.01386	0.5	43
2.128231706	1.01386	0.5	43
3.173878459	1.01386	0.5	43
3.877431561	1.01386	0.5	43
-0.510825624	1.18041	0.5	44
-0.510825624	1.18041	0.5	44
0.470003629	1.18041	0.5	44
1.435084525	1.18041	0.5	44
1.916922612	1.18041	0.5	44
2.028148247	1.18041	0.5	44
2.2300144	1.18041	0.5	44
-2.302585093	1.15076	0.5	45
0.182321557	1.15076	0.5	45
0.262364264	1.15076	0.5	45
0.530628251	1.15076	0.5	45
0.641853886	1.15076	0.5	45
0.875468737	1.15076	0.5	45
1.064710737	1.15076	0.5	45
1.386294361	1.15076	0.5	45
1.504077397	1.15076	0.5	45
2.302585093	1.15076	0.5	45
2.341805806	1.15076	0.5	45
2.370243741	1.15076	0.5	45
3.238678452	1.15076	0.5	45
0.875468737	1.02424	0.5	46
1.193922468	1.02424	0.5	46
1.386294361	1.02424	0.5	46
1.987874348	1.02424	0.5	46
-0.510825624	0.810536	0.5	47
1.757857918	0.810536	0.5	47
0.405465108	0.910987	0.5	48
0.78845736	0.910987	0.5	48
0.916290732	0.910987	0.5	48
1.064710737	0.910987	0.5	48
1.131402111	0.910987	0.5	48
1.131402111	0.910987	0.5	48
1.386294361	0.910987	0.5	48
1.504077397	0.910987	0.5	48
1.609437912	0.910987	0.5	48
0.182321557	1.29814	0.5	49
0.336472237	1.29814	0.5	49
0.741937345	1.29814	0.5	49
0.78845736	1.29814	0.5	49
1.131402111	1.29814	0.5	49
1.526056303	1.29814	0.5	49
1.871802177	1.29814	0.5	49
2.219203484	1.29814	0.5	49
2.2300144	1.29814	0.5	49
2.370243741	1.29814	0.5	49
2.397895273	1.29814	0.5	49
3.18221184	1.29814	0.5	49
2.501435952	1.49011	0.5	50
1.458615023	1.28152	0.5	51
2.104134154	1.28152	0.5	51
2.388762789	1.28152	0.5	51
2.76000994	1.28152	0.5	51
1.704748092	1.49998	0.5	52
1.840549633	1.49998	0.5	52
2.282382386	1.49998	0.5	52
0.530628251	1.30372	0.5	53
0.530628251	1.30372	0.5	53
2.104134154	1.30372	0.5	53
-0.356674944	1.27526	-0.5	54
0.587786665	1.27526	-0.5	54
2.251291799	1.27526	-0.5	54
0.182321557	1.27526	0.5	54
0.182321557	1.27526	0.5	54
0.741937345	1.27526	0.5	54
0.78845736	1.27526	0.5	54
0.875468737	1.27526	0.5	54
0.955511445	1.27526	0.5	54
0.955511445	1.27526	0.5	54
1.098612289	1.27526	0.5	54
1.098612289	1.27526	0.5	54
1.193922468	1.27526	0.5	54
1.360976553	1.27526	0.5	54
1.435084525	1.27526	0.5	54
1.504077397	1.27526	0.5	54
1.526056303	1.27526	0.5	54
1.62924054	1.27526	0.5	54
1.871802177	1.27526	0.5	54
2.066862759	1.27526	0.5	54
2.091864062	1.27526	0.5	54
2.312535424	1.27526	0.5	54
2.424802726	1.27526	0.5	54
0.182321557	0.814867	-0.5	55
2.541601993	0.814867	-0.5	55
0.78845736	0.814867	0.5	55
1.029619417	0.814867	0.5	55
1.193922468	0.814867	0.5	55
1.360976553	0.814867	0.5	55
1.458615023	0.814867	0.5	55
2.493205453	0.814867	0.5	55
-0.916290732	0.928646	0.5	56
1.335001067	0.928646	0.5	56
1.774952351	0.928646	0.5	56
0.262364264	0.849343	0.5	57
0.262364264	0.849343	0.5	57
0.470003629	0.849343	0.5	57
0.693147181	0.849343	0.5	57
1.064710737	0.849343	0.5	57
1.435084525	0.849343	0.5	57
0.587786665	1.61382	0.5	58
1.481604541	1.61382	0.5	58
2.251291799	1.61382	0.5	58
2.501435952	1.61382	0.5	58
0.955511445	1.30488	-0.5	59
0.405465108	1.30488	0.5	59
1.945910149	1.30488	0.5	59
2.272125886	1.30488	0.5	59
1.252762968	1.32465	0.5	60
1.360976553	1.32465	0.5	60
-0.223143551	0.658327	-0.5	61
0.09531018	0.658327	0.5	61
0.262364264	0.658327	0.5	61
0.262364264	0.658327	0.5	61
0.262364264	0.658327	0.5	61
0.262364264	0.658327	0.5	61
0.530628251	0.658327	0.5	61
0.587786665	0.658327	0.5	61
0.78845736	0.658327	0.5	61
0.832909123	0.658327	0.5	61
0.955511445	0.658327	0.5	61
0.993251773	0.658327	0.5	61
1.029619417	0.658327	0.5	61
1.029619417	0.658327	0.5	61
1.064710737	0.658327	0.5	61
1.16315081	0.658327	0.5	61
1.280933845	0.658327	0.5	61
1.280933845	0.658327	0.5	61
1.280933845	0.658327	0.5	61
1.30833282	0.658327	0.5	61
1.360976553	0.658327	0.5	61
1.410986974	0.658327	0.5	61
1.458615023	0.658327	0.5	61
1.609437912	0.658327	0.5	61
1.667706821	0.658327	0.5	61
1.722766598	0.658327	0.5	61
1.722766598	0.658327	0.5	61
1.840549633	0.658327	0.5	61
1.931521412	0.658327	0.5	61
1.960094784	0.658327	0.5	61
